"id","name_zh","name_en","election_type","person_id","matched","year","cacode","constituency_id","age","political_affiliation","camp","candidate_number","occupation","nominated_at","nominate_status","votes","vote_percentage","is_won"
4625,"譚國僑","","ordinary",1365,,2019,"F25",,,"香港民主民生協進會","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4626,"曾健超","","ordinary",587,,2019,"G01",,,"獨立","民主",,"註冊社工","2019-10-04","nominated",0,0,false
4627,"邵天虹","","ordinary",1848,,2019,"G01",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4628,"楊振宇","","ordinary",1001,,2019,"G02",,,"無政黨民主派","民主",,"區議員","2019-10-08","nominated",0,0,false
4629,"黎廣偉","","ordinary",1812,,2019,"G03",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
4630,"鄧巧彤","","ordinary",2523,,2019,"G03",,,"工聯會","建制",," ","2019-10-04","nominated",0,0,false
4631,"馬希鵬","","ordinary",2074,,2019,"G04",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4632,"關浩洋","","ordinary",1813,,2019,"G04",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4633,"林正軒","","ordinary",2524,,2019,"G05",,,"民主派區選聯盟","民主",,"毛孟靜立法會議員助理","2019-10-04","nominated",0,0,false
4634,"楊永杰","","ordinary",812,,2019,"G05",,,"獨立候選人","建制",,"區議員","2019-10-08","nominated",0,0,false
4635,"黃永傑","","ordinary",940,,2019,"G06",,,"民主黨","民主",,"社工","2019-10-04","nominated",0,0,false
4636,"陸勁光","","ordinary",681,,2019,"G06",,,"民建聯","建制",,"律師","2019-10-09","nominated",0,0,false
4637,"鄭利明","","ordinary",1090,,2019,"G07",,," ","建制",,"副教授","2019-10-04","nominated",0,0,false
4638,"馮文韜","","ordinary",1739,,2019,"G07",,,"民主黨","民主",," ","2019-10-04","nominated",0,0,false
4639,"蕭亮聲","","ordinary",682,,2019,"G08",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
4640,"黃文港","","ordinary",2525,,2019,"G08",,," ","建制",,"社區主任","2019-10-08","nominated",0,0,false
4641,"丁健華","","ordinary",2014,,2019,"G09",,," ","建制",,"教育機構總監","2019-10-09","nominated",0,0,false
4642,"黃國桐","","ordinary",490,,2019,"G09",,,"民主黨","民主",,"律師","2019-10-11","nominated",0,0,false
4643,"何顯明","","ordinary",1412,,2019,"G10",,,"自由黨","建制",,"區議員","2019-10-04","nominated",0,0,false
4644,"温仲然","","ordinary",2526,,2019,"G10",,,"公民黨","民主",,"公司董事","2019-10-08","nominated",0,0,false
4645,"馮達浚","","ordinary",2527,,2019,"G11",,," ","民主",," ","2019-10-04","nominated",0,0,false
4646,"吳寶強","","ordinary",1154,,2019,"G11",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4647,"曾俊達","","ordinary",2528,,2019,"G12",,," ","民主",,"註冊護士","2019-10-04","nominated",0,0,false
4648,"梁婉婷","","ordinary",1663,,2019,"G12",,,"經民聯","建制",,"區議員","2019-10-08","nominated",0,0,false
4649,"何華漢","","ordinary",2015,,2019,"G13",,,"經民聯","建制",," ","2019-10-04","nominated",0,0,false
4650,"黃業東","","ordinary",2843,,2019,"G13",,," ","民主",,"大學生","2019-10-11","nominated",0,0,false
4651,"張景勛","","ordinary",2529,,2019,"G14",,,"獨立候選人","建制",,"社區主任","2019-10-05","nominated",0,0,false
4652,"梁咏欣","","ordinary",2530,,2019,"G14",,,"公民黨","民主",,"議員助理","2019-10-08","nominated",0,0,false
4653,"童繼民","","ordinary",2531,,2019,"G15",,," ","民主",,"機艙艙務長","2019-10-04","nominated",0,0,false
4654,"潘國華","","ordinary",508,,2019,"G15",,,"民建聯","建制",,"業務總監","2019-10-09","nominated",0,0,false
4655,"李慧琼","","ordinary",2312,,2019,"G16",,,"民建聯","建制",,"議員、會計師","2019-10-09","nominated",0,0,false
4656,"李軒朗","","ordinary",2532,,2019,"G17",,,"民主派區選聯盟","民主",,"土瓜灣南社區主任","2019-10-04","nominated",0,0,false
4657,"林博","","ordinary",1515,,2019,"G17",,,"獨立候選人","建制",,"區議員","2019-10-08","nominated",0,0,false
4658,"郭天立","","ordinary",2533,,2019,"G18",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4659,"余志榮","","ordinary",1666,,2019,"G18",,,"獨立候選人","建制",,"商人","2019-10-05","nominated",0,0,false
4660,"關家倫","","ordinary",2534,,2019,"G19",,," ","民主",,"中醫師","2019-10-04","nominated",0,0,false
4661,"李超宇","","ordinary",2757,,2019,"G19",,,"經民聯","建制",,"社區幹事","2019-10-09","nominated",0,0,false
4662,"鄺葆賢","","ordinary",1851,,2019,"G20",,," ","民主",,"醫生、區議員","2019-10-04","nominated",0,0,false
4663,"鄭曉玲","","ordinary",1933,,2019,"G20",,," ","建制",," ","2019-10-08","nominated",0,0,false
4664,"任國棟","","ordinary",509,,2019,"G21",,," ","民主",,"社工","2019-10-04","nominated",0,0,false
4665,"黃馳","","ordinary",1903,,2019,"G21",,," ","建制",,"輔導員","2019-10-08","nominated",0,0,false
4666,"關兆倫","","ordinary",2535,,2019,"G22",,," ","民主",,"建築師","2019-10-04","nominated",0,0,false
4667,"林德成","","ordinary",1816,,2019,"G22",,,"民建聯","建制",,"業務拓展總監","2019-10-09","nominated",0,0,false
4668,"周熙雯","","ordinary",2536,,2019,"G23",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4669,"勞超傑","","ordinary",814,,2019,"G23",,," ","建制",,"律師","2019-10-08","nominated",0,0,false
4670,"麥瑞淇","","ordinary",2537,,2019,"G24",,,"民主黨","民主",,"議員助理","2019-10-04","nominated",0,0,false
4671,"吳奮金","","ordinary",230,,2019,"G24",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4672,"陳麗君","","ordinary",1298,,2019,"G25",,,"民主黨","民主",,"議員助理","2019-10-04","nominated",0,0,false
4673,"左滙雄","","ordinary",816,,2019,"G25",,,"經民聯","建制",,"區議員","2019-10-08","nominated",0,0,false
4674,"梁嘉莉","","ordinary",2758,,2019,"G25",,,"獨立","民主",,"地區工作","2019-10-09","nominated",0,0,false
4675,"李東江","","ordinary",1569,,2019,"H01",,,"獨立候選人","建制",,"特許財務策劃師","2019-10-08","nominated",0,0,false
4676,"莊鼎威","","ordinary",2826,,2019,"H01",,,"民主動力","民主",,"客席高級導師","2019-10-10","nominated",0,0,false
4677,"郭秀英","","ordinary",1376,,2019,"H02",,," ","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4678,"陳俊裕","","ordinary",2538,,2019,"H03",,,"獨立","民主",,"環保團體項目主任","2019-10-04","nominated",0,0,false
4679,"林文輝","","ordinary",2315,,2019,"H03",,,"工聯會","建制",,"區議員","2019-10-09","nominated",0,0,false
4680,"鄧惠强","","ordinary",2539,,2019,"H04",,,"民主黨","民主",,"政策研究主任","2019-10-04","nominated",0,0,false
4681,"越毅強","","ordinary",2540,,2019,"H05",,,"民建聯","建制",,"社區工作者","2019-10-04","nominated",0,0,false
4682,"張嘉宜","","ordinary",2541,,2019,"H05",,,"慈雲山建設力量","民主",,"職業治療師","2019-10-04","nominated",0,0,false
4683,"陳進雄","","ordinary",2759,,2019,"H06",,," ","建制",," ","2019-10-09","nominated",0,0,false
4684,"岳敬寬","","ordinary",1818,,2019,"H06",,,"獨立","其他",,"中藥店店長","2019-10-04","nominated",0,0,false
4685,"陳啟淳","","ordinary",2542,,2019,"H07",,," ","民主",,"銀行業務分析師","2019-10-04","nominated",0,0,false
4686,"李德康","","ordinary",2134,,2019,"H08",,,"民建聯","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4687,"温子衆","","ordinary",2827,,2019,"H08",,,"人民力量","民主",,"香港機場地勤工作人員","2019-10-10","nominated",0,0,false
4688,"楊光富","","ordinary",2543,,2019,"H09",,,"民建聯","建制",,"教練","2019-10-04","nominated",0,0,false
4689,"施德來","","ordinary",1484,,2019,"H09",,,"民協","民主",,"區議員、註冊社工","2019-10-04","nominated",0,0,false
4690,"梁銘康","","ordinary",2544,,2019,"H10",,,"獨立","民主",,"工程顧問","2019-10-04","nominated",0,0,false
4691,"黎榮浩","","ordinary",1311,,2019,"H11",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
4692,"劉珈汶","","ordinary",2545,,2019,"H11",,,"公民黨","民主",,"全職議員助理","2019-10-04","nominated",0,0,false
4693,"鄭文杰","","ordinary",2546,,2019,"H12",,,"公民黨","民主",,"全職議員助理","2019-10-04","nominated",0,0,false
4694,"陳英","","ordinary",1518,,2019,"H13",,,"獨立候選人","其他",,"公司董事","2019-10-08","nominated",0,0,false
4695,"尤漢邦","","ordinary",2547,,2019,"H13",,," ","其他",," ","2019-10-08","nominated",0,0,false
4696,"許錦成","","ordinary",2204,,2019,"H14",,,"民協","民主",,"機構管理","2019-10-04","nominated",0,0,false
4697,"李健聰","","ordinary",2548,,2019,"H14",,,"工聯會","建制",,"社區幹事","2019-10-04","nominated",0,0,false
4698,"鄭梓健","","ordinary",2549,,2019,"H15",,," ","民主",,"樂器導師","2019-10-04","nominated",0,0,false
4699,"袁國強","","ordinary",475,,2019,"H16",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
4700,"張茂清","","ordinary",2550,,2019,"H16",,,"民主黨","民主",,"社區發展主任","2019-10-04","nominated",0,0,false
4701,"潘卓斌","","ordinary",2551,,2019,"H17",,,"民建聯","建制",,"社區工作者","2019-10-04","nominated",0,0,false
4702,"岑宇軒","","ordinary",2552,,2019,"H17",,,"慈雲山建設力量","民主",," ","2019-10-04","nominated",0,0,false
4703,"黃逸旭","","ordinary",286,,2019,"H18",,," ","民主",,"區議員","2019-10-04","nominated",0,0,false
4704,"何漢文","","ordinary",766,,2019,"H19",,,"民建聯","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4705,"莫綺霞","","ordinary",2553,,2019,"H19",,," ","民主",,"大專院校教師培訓-兼任導師","2019-10-04","nominated",0,0,false
4706,"莫嘉嫻","","ordinary",2342,,2019,"H20",,,"民主黨","民主",,"社區顧問","2019-10-04","nominated",0,0,false
4707,"黃鎮健","","ordinary",2021,,2019,"H20",,,"香港工會聯合會","建制",,"註册理財師","2019-10-08","nominated",0,0,false
4708,"蔡子健","","ordinary",181,,2019,"H21",,,"民建聯","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4709,"廖成利","","ordinary",764,,2019,"H21",,,"香港民主民生協進會","民主",,"律師","2019-10-04","nominated",0,0,false
4710,"江景新","","ordinary",2554,,2019,"H22",,,"民建聯","建制",,"投資顧問","2019-10-04","nominated",0,0,false
4711,"沈運華","","ordinary",1490,,2019,"H22",,,"民主黨","民主",,"律師","2019-10-04","nominated",0,0,false
4712,"陳利成","","ordinary",1313,,2019,"H23",,,"民主黨","民主",,"議員助理","2019-10-04","nominated",0,0,false
4713,"譚美普","","ordinary",1622,,2019,"H23",,,"工聯會、民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4714,"胡志健","","ordinary",1672,,2019,"H24",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
4715,"蘇嘉樂","","ordinary",2555,,2019,"H24",,,"工聯會","建制",,"社區幹事","2019-10-08","nominated",0,0,false
4716,"莫灝哲","","ordinary",2556,,2019,"H25",,,"彩虹邨服務聯會","民主",,"聯席總幹事","2019-10-04","nominated",0,0,false
4717,"莫健榮","","ordinary",1834,,2019,"H25",,,"工聯會","建制",,"區議員","2019-10-04","nominated",0,0,false
4718,"梁翊婷","","ordinary",2557,,2019,"J01",,,"民主黨","民主",,"觀塘社區主任","2019-10-08","nominated",0,0,false
4719,"潘任惠珍","","ordinary",2356,,2019,"J02",,," ","民主",," ","2019-10-04","nominated",0,0,false
4720,"黎裕興","","ordinary",2844,,2019,"J02",,," ","其他",," ","2019-10-11","nominated",0,0,false
4721,"尹家謙","","ordinary",2558,,2019,"J03",,,"民主黨","民主",,"社區主任","2019-10-08","nominated",0,0,false
4722,"歐陽均諾","","ordinary",1910,,2019,"J03",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4723,"畢東尼","","ordinary",2406,,2019,"J04",,,"公民黨","民主",," ","2019-10-04","nominated",0,0,false
4724,"黎寶桂","","ordinary",2559,,2019,"J05",,,"民主黨","民主",,"立法會議員助理","2019-10-08","nominated",0,0,false
4725,"陳俊傑","","ordinary",2022,,2019,"J05",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4726,"林子權","","ordinary",2760,,2019,"J06",,," ","民主",,"導師","2019-10-09","nominated",0,0,false
4727,"譚肇卓","","ordinary",1573,,2019,"J06",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4728,"黃家樂","","ordinary",714,,2019,"J07",,," ","民主",,"社區主任","2019-10-05","nominated",0,0,false
4729,"顏汶羽","","ordinary",1422,,2019,"J07",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4730,"莫建成","","ordinary",185,,2019,"J08",,,"民主黨","民主",," ","2019-10-08","nominated",0,0,false
4731,"符碧珍","","ordinary",1096,,2019,"J09",,,"獨立候選人","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4732,"曾榮輝","","ordinary",2761,,2019,"J10",,," ","民主",," ","2019-10-09","nominated",0,0,false
4733,"蔡澤鴻","","ordinary",1315,,2019,"J10",,," ","民主",,"區議員","2019-10-10","nominated",0,0,false
4734,"林冠存","","ordinary",2560,,2019,"J11",,,"民主黨","民主",,"議員助理","2019-10-08","nominated",0,0,false
4735,"鄧威文","","ordinary",2561,,2019,"J12",,," ","民主",,"社區主任","2019-10-08","nominated",0,0,false
4736,"蘇偉洋","","ordinary",2562,,2019,"J13",,," ","民主",,"零售及電子商貿","2019-10-08","nominated",0,0,false
4737,"張培剛","","ordinary",2023,,2019,"J13",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4738,"許有為","","ordinary",2762,,2019,"J14",,," ","建制",," ","2019-10-09","nominated",0,0,false
4739,"李梓成","","ordinary",2563,,2019,"J15",,," ","民主",,"社區主任","2019-10-08","nominated",0,0,false
4740,"陳耀雄","","ordinary",1857,,2019,"J15",,," ","建制",," ","2019-10-11","nominated",0,0,false
4741,"馮家龍","","ordinary",2564,,2019,"J16",,," ","民主",," ","2019-10-08","nominated",0,0,false
4742,"洪錦鉉","","ordinary",287,,2019,"J16",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4743,"柯創盛","","ordinary",1319,,2019,"J17",,,"民建聯","建制",,"全職議員","2019-10-09","nominated",0,0,false
4744,"葉梓傑","","ordinary",2565,,2019,"J18",,,"民主黨","民主",," ","2019-10-08","nominated",0,0,false
4745,"余邵倫","","ordinary",2763,,2019,"J18",,,"工聯會、民建聯","建制",," ","2019-10-09","nominated",0,0,false
4746,"簡銘東","","ordinary",867,,2019,"J19",,,"工聯會","建制",,"民選區議員","2019-10-09","nominated",0,0,false
4747,"陳易舜","","ordinary",2566,,2019,"J20",,,"獨立民主派","民主",,"社區主任","2019-10-08","nominated",0,0,false
4748,"陳汶堅","","ordinary",1317,,2019,"J21",,,"民主黨","民主",," ","2019-10-08","nominated",0,0,false
4749,"何啟明","","ordinary",1493,,2019,"J21",,,"工聯會","建制",,"民選區議員、立法會議員","2019-10-09","nominated",0,0,false
4750,"陳宇明","","ordinary",1754,,2019,"J21",,," ","其他",,"軟件工程師","2019-10-11","nominated",0,0,false
4751,"黃啟燊","","ordinary",1674,,2019,"J22",,,"香港工會聯合會","建制",,"社區工作者","2019-10-09","nominated",0,0,false
4752,"謝淑珍","","ordinary",1070,,2019,"J22",,," ","民主",,"全職區議員","2019-10-09","nominated",0,0,false
4753,"龔振祺","","ordinary",2567,,2019,"J23",,," ","民主",,"初創公司創辦人","2019-10-08","nominated",0,0,false
4754,"張琪騰","","ordinary",944,,2019,"J23",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4755,"龐智笙","","ordinary",2568,,2019,"J24",,,"公屋聯會","建制",," ","2019-10-04","nominated",0,0,false
4756,"鍾淬坤","","ordinary",2569,,2019,"J24",,," ","民主",," ","2019-10-08","nominated",0,0,false
4757,"王偉麟","","ordinary",2570,,2019,"J25",,," ","民主",,"放射師(ROC)","2019-10-08","nominated",0,0,false
4758,"黎樹濠","","ordinary",137,,2019,"J25",,,"獨立候選人","建制",,"區議員","2019-10-10","nominated",0,0,false
4759,"黃邵南","","ordinary",2571,,2019,"J26",,,"獨立民主派","民主",,"社區主任","2019-10-08","nominated",0,0,false
4760,"李煒林","","ordinary",2572,,2019,"J27",,,"公民黨","民主",," ","2019-10-04","nominated",0,0,false
4761,"呂奭群","","ordinary",2573,,2019,"J28",,," ","建制",,"教師","2019-10-04","nominated",0,0,false
4762,"王嘉盈","","ordinary",722,,2019,"J28",,,"公民黨","民主",," ","2019-10-04","nominated",0,0,false
4763,"洪駿軒","","ordinary",2574,,2019,"J29",,,"民主黨","民主",,"社區主任","2019-10-08","nominated",0,0,false
4764,"張敏峯","","ordinary",2575,,2019,"J30",,," ","民主",,"社工","2019-10-08","nominated",0,0,false
4765,"蘇麗珍","","ordinary",1381,,2019,"J30",,,"獨立候選人","建制",,"全職區議員","2019-10-11","nominated",0,0,false
4766,"鄭景陽","","ordinary",1461,,2019,"J31",,,"民主黨","民主",,"區議員","2019-10-08","nominated",0,0,false
4767,"梁凱晴","","ordinary",2576,,2019,"J32",,," ","民主",,"會計","2019-10-08","nominated",0,0,false
4768,"李嘉達","","ordinary",2577,,2019,"J33",,,"民主動力","民主",,"註冊社工","2019-10-08","nominated",0,0,false
4769,"李嘉恒","","ordinary",1465,,2019,"J34",,,"工聯會","建制",,"社區工作者","2019-10-09","nominated",0,0,false
4770,"蘇冠聰","","ordinary",791,,2019,"J34",,," ","民主",,"區議員","2019-10-09","nominated",0,0,false
4771,"梁力","","ordinary",2764,,2019,"J35",,,"工聯會","建制",,"工會工作者","2019-10-09","nominated",0,0,false
4772,"黃子健","","ordinary",1822,,2019,"J35",,," ","民主",,"全職區議員","2019-10-09","nominated",0,0,false
4773,"陳嘉言","","ordinary",2578,,2019,"J36",,," ","民主",,"電梯工程師","2019-10-08","nominated",0,0,false
4774,"馬軼超","","ordinary",817,,2019,"J36",,," ","建制",,"觀塘區議會議員","2019-10-08","nominated",0,0,false
4775,"金堅","","ordinary",947,,2019,"J37",,," ","建制",,"區議員","2019-10-04","nominated",0,0,false
4776,"黃啟明","","ordinary",59,,2019,"J37",,,"民主黨","民主",," ","2019-10-08","nominated",0,0,false
4777,"鄭駿樺","","ordinary",2579,,2019,"J38",,," ","民主",," ","2019-10-08","nominated",0,0,false
4778,"梁騰丰","","ordinary",1751,,2019,"J38",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4779,"李詠珊","","ordinary",2580,,2019,"J39",,," ","民主",," ","2019-10-08","nominated",0,0,false
4780,"張姚彬","","ordinary",1464,,2019,"J39",,," ","建制",,"區議員","2019-10-09","nominated",0,0,false
4781,"李軍澤","","ordinary",2581,,2019,"J40",,,"公民黨","民主",," ","2019-10-04","nominated",0,0,false
4782,"葉興國","","ordinary",2213,,2019,"J40",,,"獨立候選人","建制",,"區議員","2019-10-09","nominated",0,0,false
4783,"羅少傑","","ordinary",245,,2019,"K01",,," ","建制",,"董事總經理","2019-10-05","nominated",0,0,false
4784,"劉肇軒","","ordinary",2765,,2019,"K01",,,"荃民議政","民主",,"社區主任","2019-10-09","nominated",0,0,false
4785,"伍俊瑜","","ordinary",2582,,2019,"K02",,,"民建聯","建制",,"助理業務支援經理","2019-10-04","nominated",0,0,false
4786,"林錫添","","ordinary",1859,,2019,"K02",,,"荃灣社區網絡","民主",," ","2019-10-09","nominated",0,0,false
4787,"陳杰","","ordinary",2583,,2019,"K03",,,"民建聯","建制",,"航行業行政人員","2019-10-04","nominated",0,0,false
4788,"馬庭熙","","ordinary",2766,,2019,"K03",,,"實政圓桌","建制",," ","2019-10-09","nominated",0,0,false
4789,"陸靈中","","ordinary",2767,,2019,"K03",,,"公民黨","民主",,"補習老師","2019-10-09","nominated",0,0,false
4790,"莫遠君","","ordinary",2584,,2019,"K04",,,"獨立候選人","建制",,"企業行政部經理","2019-10-08","nominated",0,0,false
4791,"岑敖暉","","ordinary",2585,,2019,"K04",,,"朱凱迪新西團隊、民主動力","民主",,"社區幹事","2019-10-08","nominated",0,0,false
4792,"林琳","","ordinary",950,,2019,"K05",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
4793,"易承聰","","ordinary",2768,,2019,"K05",,,"民主黨","民主",,"認可調解員、高級社區政策顧問","2019-10-09","nominated",0,0,false
4794,"古揚邦","","ordinary",741,,2019,"K06",,,"民建聯","建制",,"荃灣區議員","2019-10-04","nominated",0,0,false
4795,"曾大","","ordinary",1865,,2019,"K07",,,"民建聯","建制",,"社區幹事","2019-10-04","nominated",0,0,false
4796,"李洪波","","ordinary",1211,,2019,"K07",,," ","民主",," ","2019-10-09","nominated",0,0,false
4797,"田北辰","","ordinary",949,,2019,"K08",,,"實政圓桌","建制",,"立法會議員、區議員","2019-10-09","nominated",0,0,false
4798,"劉卓裕","","ordinary",2769,,2019,"K08",,,"荃民議政","民主",,"行政管理人員","2019-10-09","nominated",0,0,false
4799,"葛兆源","","ordinary",1626,,2019,"K09",,,"工聯會","建制",,"民選區議員","2019-10-04","nominated",0,0,false
4800,"黃湛聯","","ordinary",2770,,2019,"K09",,,"民主黨","民主",,"眼鏡出口貿易經理","2019-10-09","nominated",0,0,false
4801,"潘朗聰","","ordinary",2586,,2019,"K10",,,"新民主同盟","民主",,"社區主任","2019-10-04","nominated",0,0,false
4802,"林發耿","","ordinary",517,,2019,"K10",,," ","建制",,"區議員","2019-10-08","nominated",0,0,false
4803,"譚凱邦","","ordinary",1826,,2019,"K11",,,"新民主同盟","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4804,"譚蓓欣","","ordinary",2771,,2019,"K12",,,"荃民議政","民主",,"補習老師","2019-10-09","nominated",0,0,false
4805,"伍顯龍","","ordinary",2024,,2019,"K12",,,"獨立","其他",,"建築師","2019-10-10","nominated",0,0,false
4806,"鄭捷彬","","ordinary",2772,,2019,"K13",,,"實政圓桌","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4807,"劉志雄","","ordinary",1736,,2019,"K13",,," ","民主",,"牧師","2019-10-11","nominated",0,0,false
4808,"黃偉傑","","ordinary",1010,,2019,"K14",,," ","建制",,"區議員","2019-10-04","nominated",0,0,false
4809,"謝旻澤","","ordinary",2773,,2019,"K14",,," ","民主",," ","2019-10-09","nominated",0,0,false
4810,"趙恩來","","ordinary",1823,,2019,"K15",,,"工黨","民主",,"社區幹事","2019-10-04","nominated",0,0,false
4811,"林婉濱","","ordinary",1425,,2019,"K15",,," ","建制",,"區議員","2019-10-08","nominated",0,0,false
4812,"陳振中","","ordinary",693,,2019,"K16",,,"民建聯","建制",,"荃灣區議員","2019-10-09","nominated",0,0,false
4813,"賴文輝","","ordinary",2078,,2019,"K16",,,"民主黨","民主",,"社區主任","2019-10-09","nominated",0,0,false
4814,"文裕明","","ordinary",1285,,2019,"K17",,,"公屋聯會、新界社團聯會","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4815,"廖浩雲","","ordinary",2774,,2019,"K17",,,"公民黨","民主",,"理財策劃","2019-10-09","nominated",0,0,false
4816,"馮卓森","","ordinary",2587,,2019,"K18",,,"公屋聯會","建制",," ","2019-10-04","nominated",0,0,false
4817,"黃家華","","ordinary",291,,2019,"K18",,,"公民黨","民主",,"全職區議員","2019-10-09","nominated",0,0,false
4818,"林顯輝","","ordinary",2588,,2019,"K19",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4819,"陳琬琛","","ordinary",2379,,2019,"K19",,,"公民黨","民主",,"區議員","2019-10-09","nominated",0,0,false
4820,"黎駿穎","","ordinary",2589,,2019,"L01",,,"民主黨","民主",,"立法會議員助理","2019-10-04","nominated",0,0,false
4821,"林頌鎧","","ordinary",1393,,2019,"L02",,,"民主黨","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4822,"馮沛賢","","ordinary",1594,,2019,"L03",,,"工聯會、民建聯","建制",,"社區幹事","2019-10-04","nominated",0,0,false
4823,"葉文斌","","ordinary",1628,,2019,"L04",,,"民建聯","建制",,"屯門區議員","2019-10-04","nominated",0,0,false
4824,"甄霈霖","","ordinary",2590,,2019,"L04",,,"民主動力、朱凱廸新西團隊","民主",,"插畫師","2019-10-08","nominated",0,0,false
4825,"林健翔","","ordinary",2591,,2019,"L05",,,"工黨","民主",,"社區組織者","2019-10-08","nominated",0,0,false
4826,"曾憲康","","ordinary",1839,,2019,"L05",,,"民建聯","建制",,"註冊社工、全職區議員","2019-10-09","nominated",0,0,false
4827,"葉俊遠","","ordinary",2592,,2019,"L06",,,"民建聯","建制",,"律師","2019-10-04","nominated",0,0,false
4828,"林明恩","","ordinary",2593,,2019,"L06",,,"工黨","民主",,"社區組織者","2019-10-08","nominated",0,0,false
4829,"潘智鍵","","ordinary",2594,,2019,"L07",,,"屯門社區網絡","民主",,"社區主任","2019-10-04","nominated",0,0,false
4830,"朱耀華","","ordinary",1394,,2019,"L07",,,"實政圓桌","建制",,"區議員","2019-10-10","nominated",0,0,false
4831,"黃丹晴","","ordinary",2595,,2019,"L08",,,"屯門社區網絡","民主",,"註冊社工","2019-10-04","nominated",0,0,false
4832,"吳鍱珮","","ordinary",2775,,2019,"L08",,,"獨立候選人","建制",,"社區工作者","2019-10-09","nominated",0,0,false
4833,"羅焯勇","","ordinary",2596,,2019,"L09",,,"屯門社區網絡","民主",,"社會工作者","2019-10-04","nominated",0,0,false
4834,"陳有海","","ordinary",2322,,2019,"L09",,,"香港工會聯合會","建制",,"區議員","2019-10-04","nominated",0,0,false
4835,"曾振興","","ordinary",1430,,2019,"L10",,,"屯門社區網絡","民主",,"社區主任","2019-10-04","nominated",0,0,false
4836,"徐帆","","ordinary",2324,,2019,"L10",,,"香港工會聯合會","建制",,"區議員","2019-10-04","nominated",0,0,false
4837,"張可森","","ordinary",2597,,2019,"L11",,,"屯結新墟","民主",,"大學助教","2019-10-04","nominated",0,0,false
4838,"陳滙熙","","ordinary",2828,,2019,"L11",,,"無黨派","建制",,"社區服務主任","2019-10-10","nominated",0,0,false
4839,"馬旗","","ordinary",2126,,2019,"L12",,,"民主黨","民主",,"藥劑師","2019-10-04","nominated",0,0,false
4840,"劉啟文","","ordinary",2776,,2019,"L12",,,"實政圓桌","建制",,"社區幹事","2019-10-09","nominated",0,0,false
4841,"巫堃泰","","ordinary",2598,,2019,"L13",,,"獨立","民主",,"貿易公司董事","2019-10-04","nominated",0,0,false
4842,"朱順雅","","ordinary",801,,2019,"L14",,,"民主黨","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4843,"方淳恩","","ordinary",2777,,2019,"L14",,," ","建制",," ","2019-10-09","nominated",0,0,false
4844,"張恒輝","","ordinary",1348,,2019,"L15",,,"民主建港協進聯盟","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4845,"黃虹銘","","ordinary",2599,,2019,"L15",,,"民協","民主",,"執業律師","2019-10-08","nominated",0,0,false
4846,"甄紹南","","ordinary",2083,,2019,"L16",,,"民協","民主",,"區議員","2019-10-08","nominated",0,0,false
4847,"蔡承憲","","ordinary",2778,,2019,"L16",,,"民建聯","建制",,"助理統籌主任","2019-10-09","nominated",0,0,false
4848,"梁健文","","ordinary",802,,2019,"L17",,,"民建聯","建制",,"秘書","2019-10-04","nominated",0,0,false
4849,"周啟廉","","ordinary",1468,,2019,"L17",,,"民協","民主",,"全職社區主任","2019-10-08","nominated",0,0,false
